x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80
0.004935168718056437,0.006749673582290061,0.006751381829094405,0.006749744983317152,0.006749743004218711,0.006750665784100995,0.007248517805606203,0.007245602552861663,0.007245821784283235,0.007245284846655431,0.007241186159225643,0.007687065917258207,0.007681152251784895,0.007685676725849633,0.00768734315981856,0.00768775451440451,0.008716356924740376,0.008717604994906591,0.00871803262352977,0.008723839037126258,0.008725502100680571,0.009540381941202547,0.009543195486193645,0.00954767070265028,0.00955296576389797,0.009559593325365268,0.011399209863930282,0.011421100296864162,0.011421997373665338,0.01143195552025933,0.011435466620588142,0.014246511696597075,0.014248717369666597,0.014287287901898371,0.014304962781365838,0.014313138507764833,0.01924231415917843,0.019247600243876062,0.01929009993157882,0.01931614668932058,0.01932093075339114,0.026566870694856082,0.026538755493216937,0.026657306733151476,0.02670890336462539,0.026744716475830654,0.039598030765719994,0.039618870634505976,0.03975169270312651,0.03990761934014564,0.03991309478050831,0.05960550723914426,0.05946108107432935,0.05981173345040203,0.05985130497985558,0.06003184182748389,0.08784321661621852,0.08784979394575576,0.08812801377386115,0.08842535110515515,0.08850618891072293,0.13371522051878815,0.13315638970611643,0.13415289205433634,0.1341190039477833,0.13418176228034628,0.19366098162259038,0.19347641637195045,0.193710235824041,0.19426267474165815,0.19420640313050797,0.2537488945330122,0.25304825885074667,0.2541389529962492,0.25432754902114774,0.25406693263007685,0.2539379462323038,0.27535876001909076,0.27558829841168686,0.0
0.004935168718056437,0.006749673582290061,0.006751381829094405,0.006749744983317152,0.006749743004218711,0.006750665784100995,0.007248517805606203,0.007245602552861663,0.007245821784283235,0.007245284846655431,0.007241186159225643,0.007687065917258207,0.007681152251784895,0.007685676725849633,0.00768734315981856,0.00768775451440451,0.008716356924740376,0.008717604994906591,0.00871803262352977,0.008723839037126258,0.008725502100680571,0.009540381941202547,0.009543195486193645,0.00954767070265028,0.00955296576389797,0.009559593325365268,0.011399209863930282,0.011421100296864162,0.011421997373665338,0.01143195552025933,0.011435466620588142,0.014246511696597075,0.014248717369666597,0.014287287901898371,0.014304962781365838,0.014313138507764833,0.01924231415917843,0.019247600243876062,0.01929009993157882,0.01931614668932058,0.01932093075339114,0.026566870694856082,0.026538755493216937,0.026657306733151476,0.02670890336462539,0.026744716475830654,0.039598030765719994,0.039618870634505976,0.03975169270312651,0.03990761934014564,0.03991309478050831,0.05960550723914426,0.05946108107432935,0.05981173345040203,0.05985130497985558,0.06003184182748389,0.08784321661621852,0.08784979394575576,0.08812801377386115,0.08842535110515515,0.08850618891072293,0.13371522051878815,0.13315638970611643,0.13415289205433634,0.1341190039477833,0.13418176228034628,0.19366098162259038,0.19347641637195045,0.193710235824041,0.19426267474165815,0.19420640313050797,0.2537488945330122,0.25304825885074667,0.2541389529962492,0.25432754902114774,0.25406693263007685,0.2539379462323038,0.27535876001909076,0.27558829841168686,0.0
0.004837271715497193,0.006608963909648824,0.006610934590619455,0.006612292275207543,0.006608200495906713,0.006611233282180162,0.007096388477431437,0.007089331242047359,0.0070972771265420675,0.007098143169594895,0.007090162965497471,0.00752893786605946,0.007522904052838175,0.00752485738037012,0.007530758869537135,0.007533165261388586,0.008538529378430582,0.008542585324317398,0.0085414262245872,0.008553757899493641,0.00855775383792634,0.009361581439819355,0.009362360593086705,0.009373432671273996,0.009385623821719369,0.009402714754312647,0.011196220512457389,0.011215878889969777,0.011240110089644317,0.011262752771864393,0.011284927535613942,0.01402598082812978,0.014045414394589173,0.014069296543040566,0.014125401498294221,0.014168484218038957,0.019003913612776424,0.019002682647954794,0.01905616395994747,0.019151719796549282,0.01920301848946515,0.02627852681079379,0.026309225972611094,0.026381477746318938,0.026547559621075245,0.0266254601293473,0.03923555945189505,0.039324356241415725,0.039388084624149555,0.039718810858355935,0.0398996319607855,0.05918183794279974,0.059238816278996076,0.0592879206720871,0.059698056060312976,0.05999314424495228,0.08723584532754836,0.08752043077347504,0.08756271357862044,0.08825231180488369,0.08856810495210343,0.13291479459694222,0.13304868079775423,0.1330779227103368,0.13410225063019454,0.13444896190958666,0.1925627588425708,0.19289568802706514,0.193030762770928,0.19375363556502123,0.19415592109826463,0.25228402008658324,0.25212324650421913,0.25225504087819683,0.25362577863859115,0.25382751303541173,0.2532595356601569,0.27409936202817875,0.2742349092052928,0.0
0.004742033932389256,0.006467846111401387,0.006471233443625768,0.006472316832402347,0.006469443993330937,0.0064708849888455156,0.006943448480091874,0.006934248660547038,0.006944990075892221,0.0069516109394610615,0.00694024508054869,0.0073716326545544275,0.007361970680305752,0.007368905366359257,0.007372031550608837,0.007377919190528548,0.008360881613352023,0.008366780369856608,0.008365990763153364,0.008383196092583645,0.008389682541861565,0.009180977597445628,0.00918415378345383,0.0091968823726305,0.00921742017062388,0.009244354381798936,0.01100356713791506,0.011021684709120239,0.011040404257808056,0.011094569930207743,0.011128726287383373,0.013822668350356282,0.013832066440425894,0.013880546557798912,0.01392256790992441,0.014009433243182046,0.018758895490163074,0.01877909608413819,0.01884272002033016,0.018959459908017617,0.019072798852183492,0.026034822188774287,0.026031475084848488,0.026209423875859672,0.02631944213244064,0.026502226653923322,0.03883662353654849,0.03902961086649104,0.03914990336763591,0.039475532127393076,0.039782875024228725,0.05887387994298554,0.058837671119512325,0.05918300773500462,0.05924319006414025,0.060009119250648,0.08651441417824646,0.08711145226413441,0.08735602233549367,0.08793716973883703,0.08852892893960518,0.13221382345892008,0.13232194657077434,0.13332814922401282,0.13316830738962615,0.13471279766742839,0.19161881758374222,0.19205819083301123,0.19274665675832392,0.193457499690754,0.1937569254917737,0.2506946060171321,0.2506811227929584,0.2517617187907524,0.25207127310920674,0.2533033946616202,0.2529102472979119,0.27276937797266343,0.273049388930408,0.0
0.0046453607777207084,0.006327187041153648,0.006331166632934315,0.006332984551877141,0.006328372562140472,0.006332754666907747,0.006783154126198232,0.00677838685389176,0.0067938223455177305,0.0068015405821941766,0.006790923087583778,0.0072153430877121005,0.007201824306805826,0.0072104050387375995,0.007217885450349293,0.007220669673139057,0.008183085648357458,0.008191107036632728,0.008189923392897147,0.008213470448861115,0.008221352617740818,0.009001470116861032,0.009004083318813638,0.009023062727279152,0.009046770447424968,0.00908507977374673,0.010805499214568415,0.010837974851090282,0.010851763627874766,0.010908346171950911,0.010973590823425416,0.013612084193590834,0.013636103705034541,0.013681558217297218,0.013749683146947467,0.013826098754224248,0.01848834281125855,0.018548947920879355,0.018651238589793562,0.018788273429804492,0.018913885366880767,0.02577622837550997,0.025799604475310822,0.02598735867942159,0.026199641335290513,0.02630700205937686,0.03843174303134411,0.03869713023179533,0.03891156909837623,0.03936397686030191,0.03960870152675666,0.05841702612099697,0.05855638903990146,0.058891775595278806,0.059224559154243406,0.05970591741494935,0.0858692638997165,0.08658309353789928,0.08706684942003162,0.08799838203605181,0.08834123205565902,0.1313583636550082,0.13169713122575444,0.13293800232420705,0.1336090621323328,0.13402067993212452,0.1906654147087039,0.19137845062569192,0.1921999776157609,0.19356566495294458,0.19357440986028063,0.24884268250376418,0.249113228670782,0.25074664240920685,0.2519457609203867,0.25198697221916333,0.25229563589653103,0.27149937163409743,0.27181814817984973,0.0
0.004548832259943292,0.006186350606593782,0.006191510419333968,0.006193369632727541,0.0061878958825405395,0.006192809362233098,0.006641616831608577,0.006615547659277854,0.006641910853867783,0.006652499760699704,0.006638205521173446,0.007059559743389898,0.007042651889983098,0.007052630972471774,0.007061335437342442,0.007067691424435418,0.008005069831311329,0.008015313480056352,0.008013932864123996,0.008043295348178936,0.008053429582858262,0.0088251295262608,0.008825149105234353,0.0088473131488499,0.008879001608209314,0.008923183589021333,0.010604455571253335,0.01064880621234865,0.01067363379633568,0.010733299554468001,0.010800006958102015,0.013402829439490116,0.01343280691536286,0.013500366214179493,0.013566216050820978,0.013673853290758653,0.018176830326956828,0.01829286271383268,0.018453238248373194,0.018640014257759407,0.01877674571452803,0.025482996825339166,0.02555247002755545,0.02581323756420173,0.026027466201682503,0.02622813262540935,0.03792116937703427,0.03835840071550556,0.038634183579815295,0.0392526858825365,0.03957278270384956,0.05788095254319081,0.058120744163314364,0.058726119752806616,0.059011739966485344,0.05986401428260835,0.0847929197469105,0.08613499835859584,0.08665412464904554,0.0879734903266286,0.08854636913602254,0.13028462874861213,0.1309137593812082,0.13265366084874908,0.13338476268498278,0.1347607751877652,0.18845045541081262,0.19068910028712782,0.1918145704828743,0.19340501923458842,0.19379471055796738,0.24714779841753942,0.24728963535417814,0.24960612826552198,0.2512849267315753,0.25199526336977085,0.2510518824213488,0.2701587462069214,0.2705729971159718,0.0
0.004453724658033398,0.006045584619225108,0.006051694269917363,0.006054080149498597,0.006047142825177376,0.006053306852340956,0.006484197317654705,0.0064704743257257835,0.006483524014089137,0.006502759380678236,0.006486482031242358,0.006900586753230242,0.006883968422984221,0.006895735237334,0.006905451447943078,0.006912463467271923,0.007827453425874875,0.007839413000068518,0.007837852452454497,0.007873130145254037,0.007885290477052775,0.008642767081560088,0.008649469026396184,0.008672741863659517,0.008709182460032272,0.008764365772669924,0.010395910146915543,0.010456608661669087,0.010490028278619445,0.01056894777310613,0.010637814214546015,0.013170180752852145,0.013230860577653325,0.01331170526323222,0.013401248770404939,0.013510510813187993,0.01791859200286028,0.01799481921672641,0.018228567180454402,0.01848523248411693,0.018663529024747882,0.0252160353441786,0.025269673288740302,0.02562332553625879,0.02590584991945677,0.02609263258715122,0.03758284287711722,0.03790843926366372,0.038350293485075015,0.03910000939929348,0.03953726997131379,0.057539756027714106,0.05760265123276764,0.058398537007918305,0.05892998028602081,0.059816280894596785,0.08434058638395625,0.08522805547800927,0.08632430934580548,0.08781782770659285,0.08866154183350183,0.12979843768532107,0.12990663541362235,0.13220340962388089,0.13327047992832863,0.13480724010101752,0.18812226009572852,0.18870822850170021,0.19141929931032253,0.19340941840229786,0.19374631004502918,0.2457618245838875,0.24562284318724903,0.24821629970978776,0.250494316796235,0.2515036478240231,0.2508552195938236,0.26878684002728714,0.2693005010152557,0.0
0.004357836924013814,0.005904951349538723,0.005911941463128234,0.005914688221885123,0.005906703905668387,0.005913668460466592,0.0063310943253834795,0.006310373030452232,0.006341570798039098,0.006347201916063194,0.006334086584967813,0.006742516214396366,0.006722232813807794,0.006739247942840754,0.006750359447556531,0.006757838523103632,0.007649580359492147,0.007663659352240004,0.007661804019710172,0.0077029117744247255,0.0077170738842061715,0.008463686532247383,0.008467604799577755,0.008501531954080543,0.008540611262511155,0.00860334077427527,0.010196516454764715,0.010256689524132612,0.010303388104496936,0.010399044769348942,0.010486632640448468,0.01295201373339272,0.013005241900695519,0.013124468261063282,0.01322857143212497,0.013366688969720486,0.017641917271617014,0.01775119973383832,0.017960235370695243,0.018302642909533318,0.018543693232681457,0.02497789844894338,0.025013934700313212,0.02539592457462503,0.025767730164084957,0.02601254572199052,0.03716196908530722,0.037639416265168424,0.03795079505490451,0.03894030537534254,0.03945815981396783,0.05719787875069582,0.05728687686711065,0.05798370994676749,0.058679068646938726,0.059908351836897245,0.08361227064676469,0.08498455487795098,0.08552044871859155,0.08775006386562434,0.08863995367153799,0.1291746118265784,0.12950159904524416,0.1315176552269779,0.13298259717334493,0.13496847698453052,0.18688486576679963,0.18865801977434227,0.18970245785530693,0.19340367488142174,0.19386012912659456,0.24417051623983166,0.244252474704296,0.24698195543453672,0.24944303700436699,0.25089519977256725,0.25025687942615926,0.2674589168786614,0.2681903142418457,0.0
0.004262612569759905,0.005764278010578661,0.005772308068802912,0.005775362310833754,0.005766154652754429,0.005774204345786682,0.006175267945013552,0.006154343395474937,0.006185744034638785,0.006206326082201508,0.006176043939239428,0.0065838186218553085,0.00656136192754353,0.006579948425392446,0.006595604938799959,0.0066039078795359085,0.007471641911991567,0.007487774868107255,0.007485592329434687,0.00753289519168121,0.007548850979699484,0.008283494182958928,0.008289110285310874,0.00832393529736375,0.008375629277355467,0.008443654451765203,0.009991184880149717,0.010066157104287154,0.010109014480805256,0.010226046619299045,0.010329762844638823,0.01274773607258517,0.01279426716370169,0.012912738598962914,0.013057434820868297,0.013214794509594285,0.017397044379564908,0.01748864431719055,0.01774832030699358,0.018073917733398392,0.018394862434629067,0.02473175255215243,0.02478796881796319,0.025197022686361925,0.025589860205745385,0.025914691126984524,0.03681909601521827,0.03728339750310061,0.037739228042554585,0.03865571720726335,0.039371582020308105,0.05679551246861869,0.056970486048403046,0.05778189535743894,0.05833680484594139,0.059819677420413386,0.08306555735346699,0.08444668394587451,0.08540175783969728,0.08717602104626188,0.08871010370623378,0.12835151002981804,0.12895543139911125,0.1314630640724358,0.13244758461599837,0.13494749633838166,0.18579559633362108,0.18767715409559216,0.18996016024230322,0.1920439172435403,0.19396233754447634,0.24270818009163286,0.2426841915054503,0.24603393388676253,0.248552849728234,0.25006666799663824,0.24957268510522523,0.2661037231425041,0.2667942477567923,0.0
0.004166602599429248,0.005623614010563327,0.005632637443394706,0.005636091328602544,0.00562566047977564,0.005634730323998083,0.006022338605144895,0.0059957795418045245,0.00603365387756194,0.006053098157614789,0.006032270305732279,0.006420148930389669,0.00639989081608161,0.006421422026883672,0.0064382685231948455,0.00645023796357691,0.007293497616088884,0.007311772855118082,0.007309404390687613,0.007362335730307201,0.007381060128352379,0.008103944054346557,0.008109480566449112,0.008149818860935465,0.008203823711306124,0.008287853521231958,0.009789627151858049,0.009869475371045211,0.009924043245728709,0.010045110803543755,0.010169698622088275,0.012536256458022033,0.012597366871895166,0.01271611295213737,0.012860467530883768,0.013064591939920933,0.01713869866732365,0.01725886393777376,0.01751663020814498,0.017904551387134093,0.0181975204743402,0.02445065890193676,0.024553792364822358,0.025029775067688886,0.02544225732622185,0.02577280868519527,0.03645002014802967,0.03701013572477918,0.03743720710476639,0.03857368641992831,0.03915270165538909,0.05638310651644152,0.05659115241586821,0.05757966347887822,0.05821716086935791,0.05963243223420134,0.08228496170317268,0.08410445547082779,0.08497901702088884,0.08733314240321643,0.08825105540796996,0.1276603799240914,0.12820486212604165,0.1312609717828015,0.13257301328463666,0.1346666300391104,0.18447661379200264,0.18684790690565167,0.18926581620279914,0.19270605081994763,0.19274354976688834,0.24123959864037103,0.24123657689267308,0.24489431262731276,0.24796301631985074,0.249381518573786,0.24875350796714346,0.26475403707363976,0.26548932209634124,0.0
